SNR_Target_dB, MSE_LS                , MSE_LMMSE             , Gain_dB
-5.0         , 0.061793648945128433  , 0.06084579169825311   , 0.06713294950508075
-5.0         , 0.17743662283268413   , 0.17553688227519323   , 0.04674882367986005
-5.0         , 0.05947700379084473   , 0.05724393061859617   , 0.1661963574434953
-5.0         , 0.14095040837993292   , 0.139110976129186     , 0.0570494047273144
-5.0         , 0.016669991385202254  , 0.016209726426556     , 0.12159690119559204
-5.0         , 0.41707379105883735   , 0.41110995884043344   , 0.06254902236452477
-5.0         , 0.02901762893437333   , 0.028407637753460002  , 0.09226801500343106
-5.0         , 0.003325576232974317  , 0.0034425801162879057 , -0.1501714829893552
-5.0         , 0.03450617868038775   , 0.03448362902723698   , 0.0028390252434000833
-5.0         , 0.031609104042505866  , 0.03177136844213246   , -0.022237349950272014
-5.0         , 0.20921963994997536   , 0.20794636130662422   , 0.026511249922367273
-5.0         , 0.19937449338619942   , 0.1946554379804377    , 0.1040305598693271
36
-5.0         , 0.16592255394389244   , 0.16338618755828369   , 0.06690084829464243
-5.0         , 0.039002293803814224  , 0.03888630276483566   , 0.012934962917829146
-5.0         , 0.120797775553481     , 0.12097557974756884   , -0.006387750558908079
-5.0         , 0.010183412967568126  , 0.010034757320584798  , 0.06386482029932761
-5.0         , 0.1170999754992041    , 0.11564432714514632   , 0.05432470600242419
-5.0         , 0.09482109321218939   , 0.09364643480607927   , 0.054137099924117915
-5.0         , 0.05220650982780991   , 0.05029090111513677   , 0.16235242802663422
-5.0         , 0.6037497932009007    , 0.5985601120183787    , 0.037492228722990226
-5.0         , 0.1136634526243155    , 0.11207497259928123   , 0.0611220261527915
5
-5.0         , 0.1353740035202089    , 0.13385792036698904   , 0.04891199362180742
-5.0         , 0.21303466071252675   , 0.20883725326455718   , 0.08642296334295863
-5.0         , 0.04342212039912801   , 0.04197356078678131   , 0.14735213475550418
-5.0         , 0.01415402909319038   , 0.014081257985949704  , 0.022386285788669517
-5.0         , 0.03884370449330778   , 0.03851647181139068   , 0.03674143531380828
-5.0         , 0.21801082287181872   , 0.21263549309673013   , 0.10842295507865084
-5.0         , 0.0216689794520535    , 0.021569323643683455  , 0.02001930751318954
-5.0         , 0.00913086483813904   , 0.009304808031034515  , -0.08195503483143396
-5.0         , 0.19172494202315907   , 0.1905400140203821    , 0.02692422274825563
-5.0         , 0.031799818429826064  , 0.03130868773917115   , 0.06759775123632286
-5.0         , 0.08074694130778923   , 0.08068887472193788   , 0.0031242136380803683
-5.0         , 0.008980251367041975  , 0.009007899087935528  , -0.013350190845334122
-5.0         , 0.06236360811170725   , 0.06244758899478451   , -0.005844417881664667
-5.0         , 0.4399319555084715    , 0.43628752769485235   , 0.03612711304706836
-5.0         , 0.006762569899442897  , 0.006377914594234735  , 0.254330677342218
-5.0         , 0.031245175676776593  , 0.030766771274616234  , 0.06701047918720276
